name,affiliation,orig_affiliation,revenue,employees
Mr Yubin Tu,"SHANGHAI SUNDISE TRADITIONAL CHINESE MEDICINE CO., LTD.","SHANGHAI HUANGHAI PHARMACEUTICAL CO., LTD. (GUO: SHANGHAI SUNDISE TRADITIONAL CHINESE MEDICINE CO., LTD.)",46434.515586853,NA
Mr Wensheng Yang,MR YE XIANG HAN,"SICHUAN XUYANG PHARMACEUTICAL CO., LTD. (GUO: MR YE XIANG HAN)",46386.6657781601,320
Mr Wenge Wu,"JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.","YANGZHOU PHARMACEUTICAL CO., LTD. (GUO: JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.)",46364.1130728424,480
Mr Jiayang Chen,"JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.","YANGZHOU PHARMACEUTICAL CO., LTD. (GUO: JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.)",46364.1130728424,480
Ms Heping Pan,"JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.","YANGZHOU PHARMACEUTICAL CO., LTD. (GUO: JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.)",46364.1130728424,480
Mr Aixin Wang,"JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.","YANGZHOU PHARMACEUTICAL CO., LTD. (GUO: JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.)",46364.1130728424,480
Jun Zhou,"JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.","YANGZHOU PHARMACEUTICAL CO., LTD. (GUO: JIANGSU LIANHUAN PHARMACEUTICAL CO.,LTD.)",46364.1130728424,480
Mr Ilmari Jari Karlson,ORION OYJ,LABORATOIRES BIOVE (GUO: ORION OYJ),46358.0881949455,NA
Mr Fayong Liu,XINXIANG COUNTY QILIYING TOWN LIUZHUANG VILLAGE COMMITTEE,"HENAN LVYUAN PHARMACEUTICAL CO., LTD. (GUO: XINXIANG COUNTY QILIYING TOWN LIUZHUANG VILLAGE COMMITTEE)",46345.0074750185,137
Mr Xueliang Wang,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Ms Jia Hua,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Mr Liang Meng,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Mr Huizhen Qiu,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Mr Hongming Su,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Mr Pengjun Sun,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Jingfen Wang,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Zheng Wang,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Mr Zhao Yuan,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Shihan Yan,"SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD","SHANGHAI YAN'AN PHARMACEUTICAL YANGPU HOLDING CO., LTD",46341.6835725158,522
Helin Jia,MR BOYAN HAN,"GUANGXI JINHAITANG PHARMACEUTLCAL CO., LTD. (GUO: MR BOYAN HAN)",46324.400700435,392
Mr Vinay Gajanan Jathar,OTSUKA HOLDINGS CO LTD,OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED (GUO: OTSUKA HOLDINGS CO LTD),46323.3155477792,NA
Mr Meguru Kajiwara,OTSUKA HOLDINGS CO LTD,OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED (GUO: OTSUKA HOLDINGS CO LTD),46323.3155477792,NA
Mr Shinichi Ogasawara,OTSUKA HOLDINGS CO LTD,OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED (GUO: OTSUKA HOLDINGS CO LTD),46323.3155477792,NA
Mr Motoyuki Sakiyama,OTSUKA HOLDINGS CO LTD,OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED (GUO: OTSUKA HOLDINGS CO LTD),46323.3155477792,NA
Mr Makoto Sekiyama,OTSUKA HOLDINGS CO LTD,OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED (GUO: OTSUKA HOLDINGS CO LTD),46323.3155477792,NA
Mr Parag Avinashbhai Swadia,OTSUKA HOLDINGS CO LTD,OTSUKA PHARMACEUTICAL INDIA PRIVATE LIMITED (GUO: OTSUKA HOLDINGS CO LTD),46323.3155477792,NA
Suchai Atwananthakun,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Sawat Chokphiphat Phon,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Thip Wan Kon Anan Siri,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Mr Woratep Kornanansiri,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Mr Chiraphong Pawitpok,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Mr Chirawi Pawitpok,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Mr Jirasak Pawitpok,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Yongyut Pawitpok,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Ms Pricha Phatthanacharit,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Torchak Phinyosinwat,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Phong Chit Pra Sa Thana Kon,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Mr Wonkan Thammasangkhiti,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Ms Sutthikritsa Thanombuncharoen,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Ms Haritya Thatsanawiphat,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Surachet Yuwathawon,T.O.CHEMICALS (1979) CO LTD,T.O.CHEMICALS (1979) CO LTD,46294.2690935377,NA
Mr Hengyong Li,"ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.","ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.",46212.6398001015,98
Xiangle Kong,"ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.","ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.",46212.6398001015,98
Mr Chengwen Li,"ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.","ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.",46212.6398001015,98
Ms Lin Li,"ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.","ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.",46212.6398001015,98
Baodong Xu,"ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.","ANHUI YIYUAN PHARMACEUTICAL CO.,LTD.",46212.6398001015,98
Huf Sujit Jaysukh Bhayani,SUDEEP PHARMA PRIVATE LIMITED,SUDEEP PHARMA PRIVATE LIMITED,46195.9245793587,NA
Shanil Sujit Bhayani,SUDEEP PHARMA PRIVATE LIMITED,SUDEEP PHARMA PRIVATE LIMITED,46195.9245793587,NA
Mr Nils Uwe Gersonde,SUDEEP PHARMA PRIVATE LIMITED,SUDEEP PHARMA PRIVATE LIMITED,46195.9245793587,NA
Dr. Michael Rudolf Hempe,SUDEEP PHARMA PRIVATE LIMITED,SUDEEP PHARMA PRIVATE LIMITED,46195.9245793587,NA
Mr Sambhu Prasad Sivalenka,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Ms Ramaa Prabhakar Arikirevula,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Dr. Sathyanarayana Pasumarthi Murthi,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Ms Marie Shiranee Pereira,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Mr Govindan Raghavan,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Mr Meena Lochani Raghunathan,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Mr Muralidharan Swayumbunathan,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Mr Raja Venkataraman,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Dr Sambasivam Vydeeswaran,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,46192.864632152,798
Ms Inirida Bautista Leon,COASPHARMA SAS,COASPHARMA SAS,46190.8119295425,NA
Ms Sandra Patricia Celeita Clavijo,COASPHARMA SAS,COASPHARMA SAS,46190.8119295425,NA
Mr Miguel Antonio Cueca Villarraga,COASPHARMA SAS,COASPHARMA SAS,46190.8119295425,NA
Mr Jorge Wilson Lopez Briceno,COASPHARMA SAS,COASPHARMA SAS,46190.8119295425,NA
Ligia Amparo Suarez Carrillo,COASPHARMA SAS,COASPHARMA SAS,46190.8119295425,NA
Ms Paola Adriana Velasco Quiroga,COASPHARMA SAS,COASPHARMA SAS,46190.8119295425,NA
Mr Christopher David Snook,NOVARTIS AG,NOVARTIS INDIA LIMITED (GUO: NOVARTIS AG),46170.5577820539,67
Mr Sanjay Prabhakar Murdeshwar,NOVARTIS AG,NOVARTIS INDIA LIMITED (GUO: NOVARTIS AG),46170.5577820539,67
Mr Jai Vishwanath Hiremath,NOVARTIS AG,NOVARTIS INDIA LIMITED (GUO: NOVARTIS AG),46170.5577820539,67
Ms Shilpa Sharad Joshi,NOVARTIS AG,NOVARTIS INDIA LIMITED (GUO: NOVARTIS AG),46170.5577820539,67
Ms Sandra Martyres,NOVARTIS AG,NOVARTIS INDIA LIMITED (GUO: NOVARTIS AG),46170.5577820539,67
Ms Monaz Noble,NOVARTIS AG,NOVARTIS INDIA LIMITED (GUO: NOVARTIS AG),46170.5577820539,67
Mr Sanker Parameswaran,NOVARTIS AG,NOVARTIS INDIA LIMITED (GUO: NOVARTIS AG),46170.5577820539,67
Ms Rene Husseini,JERUSALEM PHARMACEUTICALS CO. LTD.,JERUSALEM PHARMACEUTICALS CO. LTD.,46141.9999997596,NA
Dr. Iyad Mohammed Masrouji,JERUSALEM PHARMACEUTICALS CO. LTD.,JERUSALEM PHARMACEUTICALS CO. LTD.,46141.9999997596,NA
Soo Won Hahn,"BIOSMART CO.,LTD.","AUSTIN PHARM CO.,LTD (GUO: BIOSMART CO.,LTD.)",46086.5650824071,NA
Mr Joon Suk Suh,"BIOSMART CO.,LTD.","AUSTIN PHARM CO.,LTD (GUO: BIOSMART CO.,LTD.)",46086.5650824071,NA
Mr Ali Akhai,MARTIN DOW LIMITED,MARTIN DOW LIMITED,46063.8212493968,NA
Mr Syed Dawood,MARTIN DOW LIMITED,MARTIN DOW LIMITED,46063.8212493968,NA
Mr Javed Ghulam Muhammad,MARTIN DOW LIMITED,MARTIN DOW LIMITED,46063.8212493968,NA
Mr Abdul Samad,MARTIN DOW LIMITED,MARTIN DOW LIMITED,46063.8212493968,NA
Ms Evgenia Nicolaou,MR APOSTOLOS NICOLAOU,ANFARM HELLAS S.A. (GUO: MR APOSTOLOS NICOLAOU),46045.7889313829,320
Mr Apostolos Nikolaou,MR APOSTOLOS NICOLAOU,ANFARM HELLAS S.A. (GUO: MR APOSTOLOS NICOLAOU),46045.7889313829,320
Mr Chuanliang Hu,MR CHUAN LIANG HU,"JIANGSU SHENLONG PHARMACEUTICAL CO.,LTD. (GUO: MR CHUAN LIANG HU)",46033.2162156701,219
Mr Yong Qin,MR CHUAN LIANG HU,"JIANGSU SHENLONG PHARMACEUTICAL CO.,LTD. (GUO: MR CHUAN LIANG HU)",46033.2162156701,219
Mr Shengjian Hao,MR CHUAN LIANG HU,"JIANGSU SHENLONG PHARMACEUTICAL CO.,LTD. (GUO: MR CHUAN LIANG HU)",46033.2162156701,219
Mr Wenping Kang,MR CHUAN LIANG HU,"JIANGSU SHENLONG PHARMACEUTICAL CO.,LTD. (GUO: MR CHUAN LIANG HU)",46033.2162156701,219
Mr Lianghong Sheng,MR CHUAN LIANG HU,"JIANGSU SHENLONG PHARMACEUTICAL CO.,LTD. (GUO: MR CHUAN LIANG HU)",46033.2162156701,219
Ms Yueqin Wei,MR CHUAN LIANG HU,"JIANGSU SHENLONG PHARMACEUTICAL CO.,LTD. (GUO: MR CHUAN LIANG HU)",46033.2162156701,219
Mr Ping Zhou,MR CHUAN LIANG HU,"JIANGSU SHENLONG PHARMACEUTICAL CO.,LTD. (GUO: MR CHUAN LIANG HU)",46033.2162156701,219
Mr Yongbin Zong,MR CHUAN LIANG HU,"JIANGSU SHENLONG PHARMACEUTICAL CO.,LTD. (GUO: MR CHUAN LIANG HU)",46033.2162156701,219
Mr Jianzhong Xie,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Mr Wanmin Liu,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Yunfeng Che,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Mr Faliang Jia,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Yu Ke,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Mr Chao Liu,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Jingbao Wang,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Mr Binggang Zhang,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Mr Luwei Zhang,MR JIAN ZHONG XIE,"HENAN NEWLAND PHARMACEUTICAL CO., LTD. (GUO: MR JIAN ZHONG XIE)",46023.716902703,NA
Ms Pei Chen,MR LI YONG,"SICHUAN SHENGHE PHARMACEUTICAL CO., LTD. (GUO: MR LI YONG)",46020.5954831839,531
Mr Shusheng Chen,MR CHEN FENG,"XINHE YUANSHENG MEDICINE CO., LTD. (GUO: MR CHEN FENG)",45969.6575018764,800
Xiao Sun,MR CHEN FENG,"XINHE YUANSHENG MEDICINE CO., LTD. (GUO: MR CHEN FENG)",45969.6575018764,800
Yicheng He,MR CHEN FENG,"XINHE YUANSHENG MEDICINE CO., LTD. (GUO: MR CHEN FENG)",45969.6575018764,800
Mr Chaoyou Huang,MR CHEN FENG,"XINHE YUANSHENG MEDICINE CO., LTD. (GUO: MR CHEN FENG)",45969.6575018764,800
Dengyou Wang,MR CHEN FENG,"XINHE YUANSHENG MEDICINE CO., LTD. (GUO: MR CHEN FENG)",45969.6575018764,800
Jianwen Wang,MR CHEN FENG,"XINHE YUANSHENG MEDICINE CO., LTD. (GUO: MR CHEN FENG)",45969.6575018764,800
Mr Anbang Zhao,MR CHEN FENG,"XINHE YUANSHENG MEDICINE CO., LTD. (GUO: MR CHEN FENG)",45969.6575018764,800
Mr Gareth Acheson,TERUMO CORPORATION,TERUMO BCT LTD. (GUO: TERUMO CORPORATION),45947.4875538468,307
Mr Martin McMullan,TERUMO CORPORATION,TERUMO BCT LTD. (GUO: TERUMO CORPORATION),45947.4875538468,307
Mr Russell Bevier Spinney,TERUMO CORPORATION,TERUMO BCT LTD. (GUO: TERUMO CORPORATION),45947.4875538468,307
Yijun Liang,"GUANGDONG SHAXI PHARMACEUTICAL CO., LTD.","GUANGDONG SHAXI PHARMACEUTICAL CO., LTD.",45945.4171958566,206
Mr Yongyuan Zheng,"GUANGDONG SHAXI PHARMACEUTICAL CO., LTD.","GUANGDONG SHAXI PHARMACEUTICAL CO., LTD.",45945.4171958566,206
Mr Armando Matteo,ROAR HOLDCO AB,BIOLOGICI ITALIA LABORATORIES S.R.L. O IN FORMA ABBREVIATA BIL S. R.L. (GUO: ROAR HOLDCO AB),45942.7063572407,290
Mr Giovanni Bettinaglio,ROAR HOLDCO AB,BIOLOGICI ITALIA LABORATORIES S.R.L. O IN FORMA ABBREVIATA BIL S. R.L. (GUO: ROAR HOLDCO AB),45942.7063572407,290
Dr. Joerg Heinrich,ROAR HOLDCO AB,BIOLOGICI ITALIA LABORATORIES S.R.L. O IN FORMA ABBREVIATA BIL S. R.L. (GUO: ROAR HOLDCO AB),45942.7063572407,290
Ms Lan Yin,"BEIJING SUNHO PHARMACEUTICAL CO., LTD.","GUANGDONG SUNHO PHARMACEUTICAL CO.,LTD (GUO: BEIJING SUNHO PHARMACEUTICAL CO., LTD.)",45903.1019034982,NA
Ms Qian Wen,"BEIJING SUNHO PHARMACEUTICAL CO., LTD.","GUANGDONG SUNHO PHARMACEUTICAL CO.,LTD (GUO: BEIJING SUNHO PHARMACEUTICAL CO., LTD.)",45903.1019034982,NA
Ms Jizhong Yu,"BEIJING SUNHO PHARMACEUTICAL CO., LTD.","GUANGDONG SUNHO PHARMACEUTICAL CO.,LTD (GUO: BEIJING SUNHO PHARMACEUTICAL CO., LTD.)",45903.1019034982,NA
Ms Michaella Korne,MME MICHAELLA KORNE,LABORATOIRE RENAUDIN (GUO: MME MICHAELLA KORNE),45902.7152760279,NA
Dr Hua Tu,LAKEPHARMA CORPORATION,LAKEPHARMA CORPORATION,45900,36
Mr Gautam Gode,ESME CONSUMER PRIVATE LIMITED,ESME CONSUMER PRIVATE LIMITED,45820.3742917739,NA
Mr Abhishek Rajendrakumar Kabra,ESME CONSUMER PRIVATE LIMITED,ESME CONSUMER PRIVATE LIMITED,45820.3742917739,NA
Mr Sumeet Subhash Narang,ESME CONSUMER PRIVATE LIMITED,ESME CONSUMER PRIVATE LIMITED,45820.3742917739,NA
Ms Baizhong Xue,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Mr Huining Cao,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Mr David X Gao,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Mr William Keller,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Mr Qiang Liu,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Mr Sean S Shao,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Mr Xiaosheng Shao,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Mr Nanpeng Neil Shen,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Ms Mingde Yu,KINGBIRD INVESTMENT INC,CHINA NUOKANG BIO-PHARMACEUTICAL INCORPORATED (GUO: KINGBIRD INVESTMENT INC),45801,454
Dr. Shailesh Kripalu Ayyangar,EMCURE PHARMACEUTICALS LIMITED,GENNOVA BIOPHARMACEUTICALS LIMITED (GUO: EMCURE PHARMACEUTICALS LIMITED),45783.7759755552,NA
Mr Hitesh Sohanlal Jain,EMCURE PHARMACEUTICALS LIMITED,GENNOVA BIOPHARMACEUTICALS LIMITED (GUO: EMCURE PHARMACEUTICALS LIMITED),45783.7759755552,NA
Mr Samit Satish Mehta,EMCURE PHARMACEUTICALS LIMITED,GENNOVA BIOPHARMACEUTICALS LIMITED (GUO: EMCURE PHARMACEUTICALS LIMITED),45783.7759755552,NA
Mr Satish Ramanlal Mehta,EMCURE PHARMACEUTICALS LIMITED,GENNOVA BIOPHARMACEUTICALS LIMITED (GUO: EMCURE PHARMACEUTICALS LIMITED),45783.7759755552,NA
Mr Sunil Rajanikant Mehta,EMCURE PHARMACEUTICALS LIMITED,GENNOVA BIOPHARMACEUTICALS LIMITED (GUO: EMCURE PHARMACEUTICALS LIMITED),45783.7759755552,NA
Mr Sanjay Singh,EMCURE PHARMACEUTICALS LIMITED,GENNOVA BIOPHARMACEUTICALS LIMITED (GUO: EMCURE PHARMACEUTICALS LIMITED),45783.7759755552,NA
Ms Kavita Singh,EMCURE PHARMACEUTICALS LIMITED,GENNOVA BIOPHARMACEUTICALS LIMITED (GUO: EMCURE PHARMACEUTICALS LIMITED),45783.7759755552,NA
Ms Shuihong Cai,MR SHUIHONG CAI,"QIDONG DONGYUE PHARMACEUTICAL CO., LTD. (GUO: MR SHUIHONG CAI)",45768.2580423653,227
Mr Mikkel Svoldgaard Gadsboll,LEO FONDET,LEO PHARMA MANUFACTURING ITALY S.R.L. (GUO: LEO FONDET),45767.5472560799,199
Ms Lidia Cirillo,LEO FONDET,LEO PHARMA MANUFACTURING ITALY S.R.L. (GUO: LEO FONDET),45767.5472560799,199
Mr Anders John Krueger,LEO FONDET,LEO PHARMA MANUFACTURING ITALY S.R.L. (GUO: LEO FONDET),45767.5472560799,199
Yung Gil Kim,"YOUNGIL PHARM. CO.,LTD","YOUNGIL PHARM. CO.,LTD",45741.9639741343,115
Chi-Guo Lin,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Mr Fang Ying Chen,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Chen Guo Hua,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Mr Chen Jing Jia,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Mr Chen Zhao Long,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Mr Dan Gang Reng,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Mr Guo Chuan Jiang,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Xuan-Jin Li,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Mr Lin Jin Han,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Lin Meng Yi,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Lin Xie Jian,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Mr Lin Yu Han,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Lin Yu Ting,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Wu Jin Cheng,"SUNMAX BIOTECHNOLOGY CO., LTD.","SUNMAX BIOTECHNOLOGY CO., LTD.",45722.0919602811,NA
Mr Juan Li,"INNER BIWEI TAIAN BIOTECH CO., LTD.","INNER BIWEI TAIAN BIOTECH CO., LTD.",45632.9478294253,260
Mr Yanmei Song,"INNER BIWEI TAIAN BIOTECH CO., LTD.","INNER BIWEI TAIAN BIOTECH CO., LTD.",45632.9478294253,260
Mr Jinguo Sun,"INNER BIWEI TAIAN BIOTECH CO., LTD.","INNER BIWEI TAIAN BIOTECH CO., LTD.",45632.9478294253,260
Mr Yangang Wang,"INNER BIWEI TAIAN BIOTECH CO., LTD.","INNER BIWEI TAIAN BIOTECH CO., LTD.",45632.9478294253,260
Ms Hua Wu,"INNER BIWEI TAIAN BIOTECH CO., LTD.","INNER BIWEI TAIAN BIOTECH CO., LTD.",45632.9478294253,260
Junjun Wu,XIAO LING YU,"HUBEI YONGXINREN PHARMACY CHAIN CO., LTD. (GUO: XIAO LING YU)",45630.3829458356,750
Mr Rasik Hirji Haria,SPARSH BIO-TECH PRIVATE LIMITED,SPARSH BIO-TECH PRIVATE LIMITED,45616.6648407569,NA
Mr Paras Juthalal Maru,SPARSH BIO-TECH PRIVATE LIMITED,SPARSH BIO-TECH PRIVATE LIMITED,45616.6648407569,NA
Sundeep Premchand Maru,SPARSH BIO-TECH PRIVATE LIMITED,SPARSH BIO-TECH PRIVATE LIMITED,45616.6648407569,NA
Mr Jie Fu,"HUNAN NORCHEM PHARMACEUTICAL CO., LTD.","HUNAN CHENGDA BIOLOGICAL TECHNOLOGY CO., LTD. (GUO: HUNAN NORCHEM PHARMACEUTICAL CO., LTD.)",45598.5538447499,168
Mr Mingming Chen,CUN LIANG NIE,"SHENZHEN MODERN TRADITIONAL CHINESE MEDICINE SCIENCE AND TECHNOLOGY CO., LTD. (GUO: CUN LIANG NIE)",45567.9045198858,68
Ms Lida Tang,TIANJIN PHARMACEUTICAL RESEARCH INSTITUTE,"TIANJINYAOWUYANJIUYUAN PHARMACEUTICAL CO.,LTD (GUO: TIANJIN PHARMACEUTICAL RESEARCH INSTITUTE)",45564.3761672974,NA
